Katman,cbs_id,component_voltage,voltage_level,EDBS_IDATE,TESIS_TARIHI,EDBS_freq_pct,Kurulum_Tarihi,Ekipman_Tipi,Bakım Olanlar,Son Bakımdan İtibaren Süre,voltage_mapped,Equipment_Type,MARKA,MARKA_MODEL,FIRMA,kVa_rating
AGANAHTAR,56403950,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390820,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56371049,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,80760599,400,AG,2021-08-17,2019-08-13,0.001392272885485555,2019-08-13,Sigorta,,,400,anahtar,,,,
AGANAHTAR,82431616,400,AG,2021-11-03,,0.0005221023320570832,2021-11-03,Sigorta,,,400,anahtar,,,,
AGANAHTAR,87341270,400,AG,2022-06-28,2022-06-28,0.0005221023320570832,2022-06-28,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81259572,400,AG,2021-09-09,2019-08-27,0.001653324051514097,2019-08-27,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56393404,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56395577,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102936628,400,AG,2025-06-12,,0.0004785938043856596,2025-06-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,75330572,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81235553,400,AG,2021-09-08,2019-07-08,0.001479289940828402,2019-07-08,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84040410,400,AG,2022-01-14,2020-08-18,0.002436477549599721,2020-08-18,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56404438,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102904540,400,AG,2025-05-14,,0.000652627915071354,2025-05-14,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56397586,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390935,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81363449,400,AG,2021-09-14,2019-10-29,0.001305255830142708,2019-10-29,Sigorta,,,400,anahtar,,,,
AGANAHTAR,77419950,400,AG,2021-03-09,,8.70170553428472e-05,2021-03-09,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387739,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,75332235,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,95802894,400,AG,2023-05-09,,0.0009136790810998956,2023-05-09,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56407784,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102613317,400,AG,2024-12-20,,0.0003045596936999652,2024-12-20,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390119,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81387827,400,AG,2021-09-15,2019-11-01,0.002523494604942569,2019-11-01,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388052,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388771,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81386443,400,AG,2021-09-15,2019-11-01,0.002523494604942569,2019-11-01,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102937165,400,AG,2025-06-13,2024-11-26,0.001305255830142708,2024-11-26,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72373944,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83592047,400,AG,2021-12-27,2021-03-15,0.001392272885485555,2021-03-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,80760643,400,AG,2021-08-17,2019-08-13,0.001392272885485555,2019-08-13,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102921255,400,AG,2025-05-27,2024-09-18,0.0004785938043856596,2024-09-18,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81236596,400,AG,2021-09-08,2019-07-08,0.001479289940828402,2019-07-08,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56386708,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,65511103,400,AG,2019-02-24,,0.007788026453184824,2019-02-24,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56389779,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402050,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56407620,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56396488,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72372978,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,75332229,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402120,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72372216,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,85424229,400,AG,2022-03-22,2022-03-22,0.001653324051514097,2022-03-22,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56400707,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,91847659,400,AG,2023-01-12,,0.0009571876087713191,2023-01-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402308,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56380729,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,89025821,400,AG,2022-09-20,2022-09-20,0.00156630699617125,2022-09-20,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391548,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56396833,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56405433,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387454,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81571212,400,AG,2021-09-23,,0.002610511660285416,2021-09-23,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391992,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102662497,400,AG,2024-12-26,,0.0003045596936999652,2024-12-26,Sigorta,,,400,anahtar,,,,
AGANAHTAR,89325587,400,AG,2022-10-05,2022-10-05,0.0002610511660285416,2022-10-05,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387063,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,80739557,400,AG,2021-08-16,2021-08-16,0.001044204664114166,2021-08-16,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83789272,400,AG,2022-01-05,2021-01-30,0.0007396449704142012,2021-01-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81571105,400,AG,2021-09-23,,0.002610511660285416,2021-09-23,Sigorta,,,400,anahtar,,,,
AGANAHTAR,74063640,400,AG,2020-08-26,,8.70170553428472e-05,2020-08-26,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72635650,400,AG,2020-05-20,,0.000217542638357118,2020-05-20,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388033,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,95854311,400,AG,2023-05-11,2021-03-12,0.001348764357814132,2021-03-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,91506416,400,AG,2022-12-27,,0.0004785938043856596,2022-12-27,Sigorta,,,400,anahtar,,,,
AGANAHTAR,100751674,400,AG,2023-11-03,2022-11-05,0.0004785938043856596,2022-11-05,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56392726,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391776,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387059,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102902523,400,AG,2025-05-13,2024-10-10,0.000652627915071354,2024-10-10,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56407182,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56392256,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56398549,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102241923,400,AG,2024-09-13,2024-09-13,0.000652627915071354,2024-09-13,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102951886,400,AG,2025-06-26,2024-11-26,0.000652627915071354,2024-11-26,Sigorta,,,400,anahtar,,,,
AGANAHTAR,85424330,400,AG,2022-03-22,2022-03-22,0.001653324051514097,2022-03-22,Sigorta,,,400,anahtar,,,,
AGANAHTAR,97482693,400,AG,2023-09-12,2023-09-12,0.0009571876087713191,2023-09-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,89955347,400,AG,2022-11-04,2022-11-04,0.0003480682213713888,2022-11-04,Sigorta,,,400,anahtar,,,,
AGANAHTAR,65513911,400,AG,2019-02-24,,0.007788026453184824,2019-02-24,Sigorta,,,400,anahtar,,,,
AGANAHTAR,88470424,400,AG,2022-08-23,2022-08-23,0.001827358162199791,2022-08-23,Sigorta,,,400,anahtar,,,,
AGANAHTAR,100681507,400,AG,2023-10-12,2023-10-12,0.000652627915071354,2023-10-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56389947,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81735940,400,AG,2021-09-30,,0.001261747302471284,2021-09-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387882,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390791,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56394046,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,85424382,400,AG,2022-03-22,2022-03-22,0.001653324051514097,2022-03-22,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56392729,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56384926,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84040408,400,AG,2022-01-14,2020-08-18,0.002436477549599721,2020-08-18,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102571336,400,AG,2024-12-17,,0.000435085276714236,2024-12-17,Sigorta,,,400,anahtar,,,,
AGANAHTAR,98603737,400,AG,2023-09-22,2023-09-22,0.001914375217542638,2023-09-22,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83623041,400,AG,2021-12-28,2021-03-12,0.001392272885485555,2021-03-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,89955348,400,AG,2022-11-04,2022-11-04,0.0003480682213713888,2022-11-04,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56387367,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102921938,400,AG,2025-05-28,2024-09-03,0.001044204664114166,2024-09-03,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388104,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,65508403,400,AG,2019-02-24,,0.007788026453184824,2019-02-24,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81706750,400,AG,2021-09-29,,0.0001305255830142708,2021-09-29,Sigorta,,,400,anahtar,,,,
AGANAHTAR,90072435,400,AG,2022-11-10,,0.001131221719457014,2022-11-10,Sigorta,,,400,anahtar,,,,
AGANAHTAR,87341322,400,AG,2022-06-28,2022-06-28,0.0005221023320570832,2022-06-28,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56396222,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388056,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56404752,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102552081,400,AG,2024-12-14,,0.0001740341106856944,2024-12-14,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391853,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,87341320,400,AG,2022-06-28,2022-06-28,0.0005221023320570832,2022-06-28,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388059,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83667657,400,AG,2021-12-30,2021-01-30,0.0009136790810998956,2021-01-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102241925,400,AG,2024-09-13,2024-09-13,0.000652627915071354,2024-09-13,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56388187,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84473237,400,AG,2022-02-04,,0.0001305255830142708,2022-02-04,Sigorta,,,400,anahtar,,,,
AGANAHTAR,75332231,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56407605,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391663,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56366221,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56391598,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81980385,400,AG,2021-10-12,,0.000435085276714236,2021-10-12,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56389007,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56403952,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102900446,400,AG,2025-05-09,,0.001305255830142708,2025-05-09,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81212636,400,AG,2021-09-07,2019-12-02,0.0006091193873999304,2019-12-02,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390098,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56386688,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56389989,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102635383,400,AG,2024-12-23,,8.70170553428472e-05,2024-12-23,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84041610,400,AG,2022-01-14,2020-10-28,0.002436477549599721,2020-10-28,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56406698,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56389533,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402144,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56396563,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83589730,400,AG,2021-12-27,2020-12-27,0.001392272885485555,2020-12-27,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56385016,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84143552,400,AG,2022-01-19,2020-09-14,0.001044204664114166,2020-09-14,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83620360,400,AG,2021-12-28,2021-03-15,0.001392272885485555,2021-03-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,100751673,400,AG,2023-11-03,2022-11-05,0.0004785938043856596,2022-11-05,Sigorta,,,400,anahtar,,,,
AGANAHTAR,83789271,400,AG,2022-01-05,2021-01-30,0.0007396449704142012,2021-01-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,84100171,400,AG,2022-01-17,2020-09-27,0.001957883745214062,2020-09-27,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390493,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72373258,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402801,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72372652,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56406104,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56401425,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,95802896,400,AG,2023-05-09,,0.0009136790810998956,2023-05-09,Sigorta,,,400,anahtar,,,,
AGANAHTAR,81680462,400,AG,2021-09-28,2019-07-08,0.000870170553428472,2019-07-08,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56385361,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,86396986,400,AG,2022-05-11,2022-05-11,0.002610511660285416,2022-05-11,Sigorta,,,400,anahtar,,,,
AGANAHTAR,86396937,400,AG,2022-05-11,2022-05-11,0.002610511660285416,2022-05-11,Sigorta,,,400,anahtar,,,,
AGANAHTAR,96244241,400,AG,2023-05-30,,0.0001305255830142708,2023-05-30,Sigorta,,,400,anahtar,,,,
AGANAHTAR,96291266,400,AG,2023-06-01,,4.35085276714236e-05,2023-06-01,Sigorta,,,400,anahtar,,,,
AGANAHTAR,72373547,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56404069,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56402781,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56385049,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,80761746,400,AG,2021-08-17,2019-08-13,0.001392272885485555,2019-08-13,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56400688,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56397860,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,75427974,400,AG,2020-11-17,,0.001000696136442743,2020-11-17,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56390822,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56400689,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,102613532,400,AG,2024-12-20,,0.0003045596936999652,2024-12-20,Sigorta,,,400,anahtar,,,,
AGANAHTAR,101177790,400,AG,2024-03-19,,0.0001740341106856944,2024-03-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,98606150,400,AG,2023-09-25,2023-09-25,0.001435781413156979,2023-09-25,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56384862,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
AGANAHTAR,56392343,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta,,,400,anahtar,,,,
